INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222005933,801,,ASSAULT - SIMPLE,E18,520,0,2022-01-26 10:30:00,2022,1,Wednesday,10,,HYDE PARK AVE,0,0,"(0, 0)"
222005932,3205,,M/V PLATES - LOST,B3,465,0,2022-01-25 07:45:00,2022,1,Tuesday,7,,BLUE HILL AVE,0,0,"(0, 0)"
222005931,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1, ,0,2022-01-26 13:34:00,2022,1,Wednesday,13,,BOYLSTON ST,0,0,"(0, 0)"
222005930,3502,,MISSING PERSON - LOCATED,B2, ,0,2022-01-24 17:00:00,2022,1,Monday,17,,DELLE AVE,0,0,"(0, 0)"
222005929,801,,ASSAULT - SIMPLE,C11,355,0,2022-01-26 08:00:00,2022,1,Wednesday,8,,GIBSON ST,0,0,"(0, 0)"
222005927,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,288,0,2022-01-06 12:00:00,2022,1,Thursday,12,,WASHINGTON ST,0,0,"(0, 0)"
222005926,3201,,PROPERTY - LOST/ MISSING,A1,91,0,2022-01-26 13:00:00,2022,1,Wednesday,13,,ATLANTIC AVE,0,0,"(0, 0)"
222005925,3201,,PROPERTY - LOST/ MISSING,E18,520,0,2022-01-21 14:00:00,2022,1,Friday,14,,HYDE PARK AVE,0,0,"(0, 0)"
222005924,3410,,TOWED MOTOR VEHICLE,B2,290,0,2022-01-26 13:00:00,2022,1,Wednesday,13,,ROXBURY STREET,0,0,"(0, 0)"
222005923,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-01-26 13:30:00,2022,1,Wednesday,13,,"BLUE HILL AVE & COLUMBIA RD
DORCHESTER  MA 02121
U",0,0,"(0, 0)"
222005922,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-26 13:43:00,2022,1,Wednesday,13,,NEWBURY ST,0,0,"(0, 0)"
222005921,3201,,PROPERTY - LOST/ MISSING,D4,270,0,2022-01-25 00:30:00,2022,1,Tuesday,0,,NORTHAMPTON ST,0,0,"(0, 0)"
222005920,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7, ,0,2022-01-26 12:31:00,2022,1,Wednesday,12,,"SARATOGA ST & SWIFT ST
EAST BOSTON  MA 02128
UNITE",0,0,"(0, 0)"
222005919,1304,,PROPERTY - STOLEN THEN RECOVERED,C11, ,0,2022-01-26 13:20:00,2022,1,Wednesday,13,,"DORCHESTER AVE & BAILEY ST
BOSTON  MA 02124
UNITED",0,0,"(0, 0)"
222005918,3201,,PROPERTY - LOST/ MISSING,D4, ,0,2022-01-26 13:44:00,2022,1,Wednesday,13,,HARRISON AVE,0,0,"(0, 0)"
222005917,423,,ASSAULT - AGGRAVATED,, ,0,2022-01-26 12:33:00,2022,1,Wednesday,12,,ARLINGTON ST,0,0,"(0, 0)"
222005916,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,259,0,2022-01-23 00:00:00,2022,1,Sunday,0,,QUINCY ST,0,0,"(0, 0)"
222005915,3001,,DEATH INVESTIGATION,C6, ,0,2022-01-26 10:29:00,2022,1,Wednesday,10,,LOGAN WAY,0,0,"(0, 0)"
222005914,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2022-01-26 13:00:00,2022,1,Wednesday,13,,HARRISON AVE,0,0,"(0, 0)"
222005913,3115,,INVESTIGATE PERSON,D14,799,0,2022-01-26 11:56:00,2022,1,Wednesday,11,,WADSWORTH ST,0,0,"(0, 0)"
222005912,3114,,INVESTIGATE PROPERTY,E13,655,0,2022-01-26 11:56:00,2022,1,Wednesday,11,,WOODLAND RD,0,0,"(0, 0)"
222005910,3801,,M/V ACCIDENT - OTHER,C11, ,0,2022-01-26 12:56:00,2022,1,Wednesday,12,,BOWDOIN ST,0,0,"(0, 0)"
222005908,3115,,INVESTIGATE PERSON,D4,167,0,2022-01-25 17:00:00,2022,1,Tuesday,17,,WAREHAM ST,0,0,"(0, 0)"
222005907,617,,LARCENY THEFT FROM BUILDING,B2,614,0,2022-01-14 13:00:00,2022,1,Friday,13,,BROOKLINE AVE,0,0,"(0, 0)"
222005906,617,,LARCENY THEFT FROM BUILDING,E18,520,0,2022-01-25 18:33:00,2022,1,Tuesday,18,,HYDE PARK AVE,0,0,"(0, 0)"
222005904,3115,,INVESTIGATE PERSON,C11,354,0,2022-01-26 12:05:00,2022,1,Wednesday,12,,MANLEY ST,0,0,"(0, 0)"
222005903,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2022-01-26 10:30:00,2022,1,Wednesday,10,,CENTRE ST,0,0,"(0, 0)"
222005902,724,,AUTO THEFT,C11,337,0,2022-01-25 16:00:00,2022,1,Tuesday,16,,GENEVA AVE,0,0,"(0, 0)"
222005901,801,,ASSAULT - SIMPLE,E13, ,0,2022-01-15 18:53:00,2022,1,Saturday,18,,ALLANDALE ST,0,0,"(0, 0)"
222005900,1831,,SICK ASSIST,C6, ,0,2022-01-26 11:39:00,2022,1,Wednesday,11,,MASSACHUSETTS AVE,0,0,"(0, 0)"
222005899,724,,AUTO THEFT,C11,355,0,2022-01-26 10:55:00,2022,1,Wednesday,10,,GIBSON ST,0,0,"(0, 0)"
222005898,3501,,MISSING PERSON,C11,355,0,2022-01-25 20:00:00,2022,1,Tuesday,20,,GIBSON ST,0,0,"(0, 0)"
222005897,3106,,PROPERTY - ACCIDENTAL DAMAGE,B2, ,0,2022-01-26 11:58:00,2022,1,Wednesday,11,,W COTTAGE ST,0,0,"(0, 0)"
222005894,619,,LARCENY ALL OTHERS,E13, ,0,2022-01-25 20:08:00,2022,1,Tuesday,20,,ROCKVALE CIR,0,0,"(0, 0)"
222005890,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,77,0,2022-01-16 20:00:00,2022,1,Sunday,20,,SUDBURY STREET,0,0,"(0, 0)"
222005889,423,,ASSAULT - AGGRAVATED,A7,29,0,2022-01-26 11:35:00,2022,1,Wednesday,11,,MAVERICK SQ,0,0,"(0, 0)"
222005887,540,,BURGLARY - COMMERICAL,A1, ,0,2022-01-26 11:43:00,2022,1,Wednesday,11,,LAGRANGE ST,0,0,"(0, 0)"
222005884,3108,,FIRE REPORT,B3, ,0,2022-01-26 10:48:00,2022,1,Wednesday,10,,WOODBOLE AVE,0,0,"(0, 0)"
222005883,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-01-26 08:51:00,2022,1,Wednesday,8,,E BROADWAY,0,0,"(0, 0)"
222005881,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,41,0,2022-01-25 20:00:00,2022,1,Tuesday,20,,VINE ST,0,0,"(0, 0)"
222005880,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-26 10:31:00,2022,1,Wednesday,10,,BEECH GLEN ST,0,0,"(0, 0)"
222005879,1831,,SICK ASSIST,D4, ,0,2022-01-26 11:14:00,2022,1,Wednesday,11,,WARREN AVE,0,0,"(0, 0)"
222005877,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-01-26 10:28:00,2022,1,Wednesday,10,,ASHMONT ST,0,0,"(0, 0)"
222005873,3115,,INVESTIGATE PERSON,C11,355,0,2022-01-25 20:55:00,2022,1,Tuesday,20,,GIBSON ST,0,0,"(0, 0)"
222005872,801,,ASSAULT - SIMPLE,C11,388,0,2022-01-25 22:00:00,2022,1,Tuesday,22,,DORCHESTER AVE,0,0,"(0, 0)"
222005869,1831,,SICK ASSIST,C6, ,0,2022-01-26 09:51:00,2022,1,Wednesday,9,,E BROADWAY,0,0,"(0, 0)"
222005868,3114,,INVESTIGATE PROPERTY,D4, ,0,2022-01-26 10:06:00,2022,1,Wednesday,10,,E BROOKLINE ST,0,0,"(0, 0)"
222005866,1831,,SICK ASSIST,B3,473,0,2022-01-26 09:20:00,2022,1,Wednesday,9,,LIVERMORE ST,0,0,"(0, 0)"
222005865,3201,,PROPERTY - LOST/ MISSING,D4, ,0,2022-01-26 10:00:00,2022,1,Wednesday,10,,HARRISON AVE,0,0,"(0, 0)"
222005864,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2022-01-26 10:19:00,2022,1,Wednesday,10,,WASHINGTON ST,0,0,"(0, 0)"
222005863,3115,,INVESTIGATE PERSON,D4,619,0,2022-01-26 09:15:00,2022,1,Wednesday,9,,MASSACHUSETTS AVE,0,0,"(0, 0)"
222005861,3410,,TOWED MOTOR VEHICLE,D14,784,0,2022-01-26 09:09:00,2022,1,Wednesday,9,,JETTE CT,0,0,"(0, 0)"
222005860,3108,,FIRE REPORT,A15, ,0,2022-01-26 07:05:00,2022,1,Wednesday,7,,FIRST AVE,0,0,"(0, 0)"
222005857,1107,,FRAUD - IMPERSONATION,B3,465,0,2022-01-24 00:00:00,2022,1,Monday,0,,BLUE HILL AVE,0,0,"(0, 0)"
222005856,2610,,TRESPASSING,A1,92,0,2022-01-26 08:55:00,2022,1,Wednesday,8,,COURT ST,0,0,"(0, 0)"
222005855,3502,,MISSING PERSON - LOCATED,B2, ,0,2022-01-25 07:31:00,2022,1,Tuesday,7,,JUDSON ST,0,0,"(0, 0)"
222005853,3301,,VERBAL DISPUTE,E5, ,0,2022-01-26 08:13:00,2022,1,Wednesday,8,,"FIRTH RD & WASHINGTON ST
BOSTON  MA 02131
UNITED S",0,0,"(0, 0)"
222005852,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-26 08:20:00,2022,1,Wednesday,8,,"BRUNSWICK ST & NORMANDY ST
DORCHESTER  MA 02121
UN",0,0,"(0, 0)"
222005851,3410,,TOWED MOTOR VEHICLE,A7, ,0,2022-01-26 07:33:00,2022,1,Wednesday,7,,MAVERICK ST,0,0,"(0, 0)"
222005849,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-01-26 08:59:00,2022,1,Wednesday,8,,"CLAYTON ST & FREEPORT ST
DORCHESTER  MA 02122
UNIT",0,0,"(0, 0)"
222005848,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,465,0,2022-01-15 09:30:00,2022,1,Saturday,9,,BLUE HILL AVE,0,0,"(0, 0)"
222005846,3115,,INVESTIGATE PERSON,B2,267,0,2022-01-25 13:00:00,2022,1,Tuesday,13,,VINE STREET,0,0,"(0, 0)"
222005845,301,,ROBBERY,B2, ,0,2022-01-26 08:30:00,2022,1,Wednesday,8,,DEWEY STREET,0,0,"(0, 0)"
222005844,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-01-26 08:36:00,2022,1,Wednesday,8,,E THIRD ST,0,0,"(0, 0)"
222005843,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-01-26 07:50:00,2022,1,Wednesday,7,,"TOPLIFF ST & LEVANT ST
DORCHESTER  MA 02122
UNITED",0,0,"(0, 0)"
222005842,1831,,SICK ASSIST,D4, ,0,2022-01-26 08:17:00,2022,1,Wednesday,8,,WARREN AVE,0,0,"(0, 0)"
222005841,1831,,SICK ASSIST,A1,123,0,2022-01-26 07:01:00,2022,1,Wednesday,7,,WASHINGTON ST,0,0,"(0, 0)"
222005840,1402,,VANDALISM,D4, ,0,2022-01-25 19:00:00,2022,1,Tuesday,19,,GRAY ST,0,0,"(0, 0)"
222005839,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-26 07:47:00,2022,1,Wednesday,7,,"BLUE HILL AVE & COLUMBIA RD
BOSTON  MA 02121
UNITE",0,0,"(0, 0)"
222005838,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-26 07:22:00,2022,1,Wednesday,7,,GARDNER ST,0,0,"(0, 0)"
222005837,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-01-26 07:56:00,2022,1,Wednesday,7,,"PARK ST & WALDECK ST
DORCHESTER  MA 02124
UNITED S",0,0,"(0, 0)"
222005836,3801,,M/V ACCIDENT - OTHER,E13, ,0,2022-01-26 07:15:00,2022,1,Wednesday,7,,"BRAGDON ST & WASHINGTON ST
ROXBURY  MA 02119
UNITE",0,0,"(0, 0)"
222005835,3108,,FIRE REPORT,E13, ,0,2022-01-26 06:21:00,2022,1,Wednesday,6,,IFFLEY RD,0,0,"(0, 0)"
222005834,1831,,SICK ASSIST,C11, ,0,2022-01-26 06:33:00,2022,1,Wednesday,6,,WILLIS ST,0,0,"(0, 0)"
222005832,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2022-01-26 06:00:00,2022,1,Wednesday,6,,WINTHROP ST,0,0,"(0, 0)"
222005831,1831,,SICK ASSIST,C11, ,0,2022-01-26 04:57:00,2022,1,Wednesday,4,,SAVIN HILL AVE,0,0,"(0, 0)"
222005830,3114,,INVESTIGATE PROPERTY,A1, ,0,2022-01-26 05:19:00,2022,1,Wednesday,5,,PORTLAND ST,0,0,"(0, 0)"
222005828,3403,,PROTECTIVE CUSTODY / SAFEKEEPING,A1, ,0,2022-01-26 05:34:00,2022,1,Wednesday,5,,SUDBURY ST,0,0,"(0, 0)"
222005826,3410,,TOWED MOTOR VEHICLE,B2, ,0,2022-01-26 04:28:00,2022,1,Wednesday,4,,GASTON ST,0,0,"(0, 0)"
222005825,1831,,SICK ASSIST,B2, ,0,2022-01-26 03:27:00,2022,1,Wednesday,3,,COLUMBIA RD,0,0,"(0, 0)"
222005823,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-01-26 01:59:00,2022,1,Wednesday,1,,"WASHINGTON ST & LITHGOW ST
DORCHESTER  MA 02124
UN",0,0,"(0, 0)"
222005819,613,,LARCENY SHOPLIFTING,C11, ,0,2022-01-26 01:15:00,2022,1,Wednesday,1,,MORRISSEY BLVD,0,0,"(0, 0)"
222005818,1831,,SICK ASSIST,D14, ,0,2022-01-26 01:30:00,2022,1,Wednesday,1,,COMMONWEALTH AVE,0,0,"(0, 0)"
222005817,3006,,SICK/INJURED/MEDICAL - PERSON,A1, ,0,2022-01-26 01:30:00,2022,1,Wednesday,1,,"CHARLES ST & CHESTNUT ST
BOSTON  MA 02114
UNITED S",0,0,"(0, 0)"
222005816,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-01-26 01:40:00,2022,1,Wednesday,1,,"BERKELEY ST & SAINT JAMES AVE
BOSTON  MA 02116
UNI",0,0,"(0, 0)"
222005815,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,260,0,2022-01-26 01:34:00,2022,1,Wednesday,1,,FOLSOM ST,0,0,"(0, 0)"
222005814,3502,,MISSING PERSON - LOCATED,E18, ,0,2022-01-24 04:30:00,2022,1,Monday,4,,WINTER ST,0,0,"(0, 0)"
222005813,617,,LARCENY THEFT FROM BUILDING,A1, ,0,2022-01-26 00:20:00,2022,1,Wednesday,0,,BOYLSTON ST,0,0,"(0, 0)"
222005812,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2022-01-25 20:45:00,2022,1,Tuesday,20,,DUDLEY ST,0,0,"(0, 0)"
222005810,617,,LARCENY THEFT FROM BUILDING,D4, ,0,2022-01-25 12:10:00,2022,1,Tuesday,12,,MASSACHUSETTS AVE,0,0,"(0, 0)"
222005809,3801,,M/V ACCIDENT - OTHER,A15, ,0,2022-01-26 00:49:00,2022,1,Wednesday,0,,"WASHINGTON ST & RUTHERFORD AVE
CHARLESTOWN  MA 021",0,0,"(0, 0)"
222005808,3115,,INVESTIGATE PERSON,D4, ,0,2022-01-26 00:22:00,2022,1,Wednesday,0,,MASSACHUSETTS AVE,0,0,"(0, 0)"
222005807,3115,,INVESTIGATE PERSON,C11, ,0,2022-01-26 00:27:00,2022,1,Wednesday,0,,DORCHESTER AVE,0,0,"(0, 0)"
222005806,1831,,SICK ASSIST,B2, ,0,2022-01-25 23:50:00,2022,1,Tuesday,23,,"HOWARD AVE & HARTFORD ST
DORCHESTER  MA 02125
UNIT",0,0,"(0, 0)"
222005805,3115,,INVESTIGATE PERSON,D14, ,0,2022-01-26 00:06:00,2022,1,Wednesday,0,,"BRENTWOOD ST & EVERETT ST
BRIGHTON  MA 02134
UNITE",0,0,"(0, 0)"
222005803,2401,,AFFRAY,E5, ,0,2022-01-25 23:21:00,2022,1,Tuesday,23,,BEECHLAND CIR,0,0,"(0, 0)"
222005801,3112,,LANDLORD - TENANT,B2,314,0,2022-01-25 23:11:00,2022,1,Tuesday,23,,WAUMBECK ST,0,0,"(0, 0)"
222005799,3112,,LANDLORD - TENANT,C11, ,0,2022-01-25 22:39:00,2022,1,Tuesday,22,,BAILEY ST,0,0,"(0, 0)"
222005797,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,246,0,2022-01-25 09:45:00,2022,1,Tuesday,9,,SAXTON ST,0,0,"(0, 0)"
222005796,617,,LARCENY THEFT FROM BUILDING,A1,123,0,2022-01-25 17:30:00,2022,1,Tuesday,17,,WASHINGTON ST,0,0,"(0, 0)"
222005794,3410,,TOWED MOTOR VEHICLE,B2, ,0,2022-01-25 22:09:00,2022,1,Tuesday,22,,RUTHVEN ST,0,0,"(0, 0)"
222005793,1402,,VANDALISM,D4,273,0,2022-01-25 21:30:00,2022,1,Tuesday,21,,NORTHAMPTON ST,0,0,"(0, 0)"
222005792,801,,ASSAULT - SIMPLE,D4, ,0,2022-01-25 22:33:00,2022,1,Tuesday,22,,MASSACHUSETTS AVE,0,0,"(0, 0)"
222005791,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-01-25 21:14:00,2022,1,Tuesday,21,,DEVON ST,0,0,"(0, 0)"
222005790,1831,,SICK ASSIST,C11,339,0,2022-01-25 22:41:00,2022,1,Tuesday,22,,EAST ST,0,0,"(0, 0)"
222005789,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-01-25 22:23:00,2022,1,Tuesday,22,,"MORTON ST & HARVARD ST
MATTAPAN  MA 02124
UNITED S",0,0,"(0, 0)"
222005787,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,200,0,2022-01-25 19:00:00,2022,1,Tuesday,19,,W BROADWAY,0,0,"(0, 0)"
222005785,2905,,VAL - VIOLATION OF AUTO LAW,B3,443,0,2022-01-25 19:30:00,2022,1,Tuesday,19,,KINGSDALE ST,0,0,"(0, 0)"
222005784,3115,,INVESTIGATE PERSON,E5, ,0,2022-01-25 21:34:00,2022,1,Tuesday,21,,WASHINGTON ST,0,0,"(0, 0)"
222005783,612,,LARCENY PURSE SNATCH - NO FORCE,D4, ,0,2022-01-25 21:46:00,2022,1,Tuesday,21,,HUNTINGTON AVE,0,0,"(0, 0)"
222005782,3115,,INVESTIGATE PERSON,E18, ,0,2022-01-25 21:55:00,2022,1,Tuesday,21,,METROPOLITAN AVE,0,0,"(0, 0)"
222005780,1831,,SICK ASSIST,A1, ,0,2022-01-25 20:12:00,2022,1,Tuesday,20,,KINGSTON ST,0,0,"(0, 0)"
222005779,3801,,M/V ACCIDENT - OTHER,B3, ,0,2022-01-25 20:13:00,2022,1,Tuesday,20,,THETFORD AVE,0,0,"(0, 0)"
222005778,613,,LARCENY SHOPLIFTING,E13, ,0,2022-01-25 20:42:00,2022,1,Tuesday,20,,CENTRE ST,0,0,"(0, 0)"
222005777,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,2022-01-25 17:30:00,2022,1,Tuesday,17,,E NEWTON ST,0,0,"(0, 0)"
222005776,1831,,SICK ASSIST,E13, ,0,2022-01-25 20:56:00,2022,1,Tuesday,20,,HORAN WAY,0,0,"(0, 0)"
222005775,617,,LARCENY THEFT FROM BUILDING,D14, ,0,2022-01-25 19:21:00,2022,1,Tuesday,19,,BRAEMORE RD,0,0,"(0, 0)"
222005773,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-01-24 20:00:00,2022,1,Monday,20,,CASTLE ROCK ST,0,0,"(0, 0)"
222005772,724,,AUTO THEFT,C11,355,0,2022-01-25 21:21:00,2022,1,Tuesday,21,,GIBSON ST,0,0,"(0, 0)"
222005770,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4, ,0,2022-01-25 20:39:00,2022,1,Tuesday,20,,"WORCESTER SQ & HARRISON AVE
BOSTON  MA 02118
UNITE",0,0,"(0, 0)"
222005767,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,2022-01-25 20:13:00,2022,1,Tuesday,20,,BOUTWELL ST,0,0,"(0, 0)"
222005764,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,83,0,2022-01-25 21:00:00,2022,1,Tuesday,21,,HANOVER ST,0,0,"(0, 0)"
222005763,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,E13, ,0,2022-01-25 19:02:00,2022,1,Tuesday,19,,"WASHINGTON ST & ARBORWAY
JAMAICA PLAIN  MA 02130
U",0,0,"(0, 0)"
222005762,3301,,VERBAL DISPUTE,B3, ,0,2022-01-25 19:51:00,2022,1,Tuesday,19,,RIVER ST,0,0,"(0, 0)"
222005761,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2022-01-25 18:32:00,2022,1,Tuesday,18,,ITASCA ST,0,0,"(0, 0)"
222005760,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D14, ,0,2022-01-25 19:25:00,2022,1,Tuesday,19,,"FANEUIL ST & GOODENOUGH ST
BOSTON  MA 02135
UNITED",0,0,"(0, 0)"
222005759,3115,,INVESTIGATE PERSON,D14, ,0,2022-01-25 19:53:00,2022,1,Tuesday,19,,JETTE CT,0,0,"(0, 0)"
222005757,423,,ASSAULT - AGGRAVATED,C11, ,1,2022-01-25 19:40:00,2022,1,Tuesday,19,,DORCHESTER AVE,0,0,"(0, 0)"
222005756,3115,,INVESTIGATE PERSON,B3, ,0,2022-01-25 19:12:00,2022,1,Tuesday,19,,WHITFIELD ST,0,0,"(0, 0)"
222005754,2905,,VAL - VIOLATION OF AUTO LAW,E13, ,0,2022-01-25 18:25:00,2022,1,Tuesday,18,,PARKER ST,0,0,"(0, 0)"
222005753,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,C11, ,0,2022-01-25 18:51:00,2022,1,Tuesday,18,,SAVIN HILL AVE,0,0,"(0, 0)"
222005749,1831,,SICK ASSIST,A15, ,0,2022-01-25 18:29:00,2022,1,Tuesday,18,,AUSTIN ST,0,0,"(0, 0)"
222005746,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E5,691,0,2022-01-25 02:00:00,2022,1,Tuesday,2,,CENTRE ST,0,0,"(0, 0)"
222005744,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13, ,0,2022-01-25 19:02:00,2022,1,Tuesday,19,,COLUMBUS AVE,0,0,"(0, 0)"
222005742,3115,,INVESTIGATE PERSON,C11, ,0,2022-01-25 18:08:00,2022,1,Tuesday,18,,DORCHESTER AVE,0,0,"(0, 0)"
222005741,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2022-01-25 18:38:00,2022,1,Tuesday,18,,MAGNOLIA ST,0,0,"(0, 0)"
222005740,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-25 18:51:00,2022,1,Tuesday,18,,TREMONT ST,0,0,"(0, 0)"
222005738,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2022-01-25 18:49:00,2022,1,Tuesday,18,,"BUSWELL ST & MOUNTFORT ST
BOSTON  MA 02215
UNITED ",0,0,"(0, 0)"
222005737,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11, ,0,2022-01-25 18:59:00,2022,1,Tuesday,18,,HANCOCK ST,0,0,"(0, 0)"
222005736,3115,,INVESTIGATE PERSON,A1,77,0,2022-01-23 22:00:00,2022,1,Sunday,22,,NEW SUDBURY ST,0,0,"(0, 0)"
222005735,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,520,0,2022-01-25 18:52:00,2022,1,Tuesday,18,,HYDE PARK AVE,0,0,"(0, 0)"
222005733,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-01-25 18:46:00,2022,1,Tuesday,18,,HARRISON ARCHWAYS,0,0,"(0, 0)"
222005732,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-01-25 18:44:00,2022,1,Tuesday,18,,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",0,0,"(0, 0)"
222005731,301,,ROBBERY,C11, ,0,2022-01-25 18:27:00,2022,1,Tuesday,18,,SAVIN HILL AVE,0,0,"(0, 0)"
222005730,613,,LARCENY SHOPLIFTING,B3, ,0,2022-01-25 18:14:00,2022,1,Tuesday,18,,RIVER ST,0,0,"(0, 0)"
222005729,423,,ASSAULT - AGGRAVATED,D4, ,0,2022-01-25 17:19:00,2022,1,Tuesday,17,,HUNTINGTON AVE,0,0,"(0, 0)"
222005728,3503,,MISSING PERSON - NOT REPORTED - LOCATED,E13, ,0,2022-01-25 17:55:00,2022,1,Tuesday,17,,WALNUT PARK,0,0,"(0, 0)"
222005727,1402,,VANDALISM,D4, ,0,2022-01-25 18:33:00,2022,1,Tuesday,18,,"WESTLAND AVE & EDGERLY RD
BOSTON  MA 02115
UNITED ",0,0,"(0, 0)"
222005726,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-25 18:09:00,2022,1,Tuesday,18,,BOYLSTON ST,0,0,"(0, 0)"
222005723,301,,ROBBERY,D4, ,0,2022-01-25 18:09:00,2022,1,Tuesday,18,,NEWBURY ST,0,0,"(0, 0)"
222005721,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,2022-01-25 17:32:00,2022,1,Tuesday,17,,MELNEA CASS BLVD,0,0,"(0, 0)"
222005720,3006,,SICK/INJURED/MEDICAL - PERSON,B2,311,0,2022-01-25 17:57:00,2022,1,Tuesday,17,,WARREN ST,0,0,"(0, 0)"
222005719,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,B2, ,0,2022-01-25 17:00:00,2022,1,Tuesday,17,,"SHAWMUT AVE & MARVIN ST
ROXBURY  MA 02119
UNITED S",0,0,"(0, 0)"
222005718,520,,BURGLARY - RESIDENTIAL,A7, ,0,2022-01-25 16:34:00,2022,1,Tuesday,16,,HAVRE ST,0,0,"(0, 0)"
222005717,617,,LARCENY THEFT FROM BUILDING,A7,28,0,2022-01-25 11:00:00,2022,1,Tuesday,11,,PARIS ST,0,0,"(0, 0)"
222005716,617,,LARCENY THEFT FROM BUILDING,B3,476,0,2022-01-25 17:28:00,2022,1,Tuesday,17,,BLUE HILL AVE,0,0,"(0, 0)"
222005715,613,,LARCENY SHOPLIFTING,A7, ,0,2022-01-25 17:23:00,2022,1,Tuesday,17,,CENTRAL SQ,0,0,"(0, 0)"
222005713,2647,,THREATS TO DO BODILY HARM,D4, ,0,2022-01-25 15:50:00,2022,1,Tuesday,15,,BEACON ST,0,0,"(0, 0)"
222005712,801,,ASSAULT - SIMPLE,D14, ,0,2022-01-25 17:29:00,2022,1,Tuesday,17,,LITCHFIELD ST,0,0,"(0, 0)"
222005711,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E5, ,0,2022-01-25 17:45:00,2022,1,Tuesday,17,,BEECH ST,0,0,"(0, 0)"
222005710,801,,ASSAULT - SIMPLE,B3, ,0,2022-01-25 17:40:00,2022,1,Tuesday,17,,TENNIS RD,0,0,"(0, 0)"
222005707,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2022-01-25 16:53:00,2022,1,Tuesday,16,,THORNLEY ST,0,0,"(0, 0)"
